"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
176.94,682,57.103,15.306,119.48
177.34,684,57.215,15.465,119.43
177.32,685,57.367,15.279,119.46
168.27,686,57.401,15.455,119.42
174.35,691,57.482,15.079,119.49
90.73,692,57.601,15.474,119.39
94.683,693,57.626,15.245,119.43
82.226,694,57.803,15.358,119.38
148.25,700,57.858,15.072,119.43
107.88,701,58.02,15.423,119.34
177.32,708,58,14.823,119.45
147.55,709,58.224,15.283,119.34
174.59,710,58.126,15.001,119.4
154.79,711,58.335,15.045,119.36
177.59,718,58.225,14.708,119.43
164.14,719,58.401,14.884,119.38
177.63,727,58.454,14.733,119.39
176.96,930,56.708,15.518,119.46
176.78,935,56.952,15.49,119.45
150.61,936,57.175,15.646,119.39
59.666,937,57.403,15.613,119.37
4.4652,942,57.61,15.72,119.32
256.16,943,57.842,15.605,119.32
265.04,949,58.1,15.747,119.25
50.033,950,58.258,15.547,119.28
308.4,951,58.351,15.757,119.21
308.25,958,58.557,15.572,119.22
359.23,959,58.485,15.269,119.3
287,960,58.718,15.35,119.24
86.853,965,58.588,15.027,119.32
12.349,966,58.824,15.137,119.27
177.69,971,58.625,14.691,119.37
174.77,972,58.758,14.903,119.31
160.76,973,58.951,14.945,119.28
177.77,979,58.843,14.703,119.33
172.23,980,59.065,14.775,119.28
177.18,991,58.979,14.555,119.32
171.62,1318,56.371,15.629,119.45
139.66,1319,56.834,15.656,119.41
88.303,1320,56.586,15.667,119.42
71.327,1321,56.786,15.792,119.38
33.636,1324,57.038,15.817,119.35
335.76,1325,57.345,15.808,119.33
320.15,1329,57.572,15.946,119.26
195.61,1330,57.836,15.849,119.26
187.26,1335,58.052,15.988,119.2
248.62,1336,58.535,15.844,119.17
218.81,1337,58.336,16.039,119.14
213.52,1338,58.585,16.018,119.11
186.98,1344,58.798,15.909,119.11
208.32,1345,58.896,15.623,119.16
185.81,1346,59.049,15.856,119.08
351.17,1352,58.966,15.36,119.2
214.71,1353,59.25,15.731,119.07
