"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
353.6,287,98.844,11.547,122.51
353.6,288,98.913,11.353,122.5
353.67,289,98.735,11.467,122.51
353.6,290,99.024,11.458,122.49
353.82,296,98.583,11.457,122.52
353.89,297,98.747,11.288,122.5
354.01,298,98.554,11.311,122.51
353.6,299,98.914,11.188,122.49
353.6,300,99.111,11.284,122.48
353.6,301,99.053,11.182,122.48
353.6,302,99.242,11.071,122.46
354.03,309,98.672,11.164,122.49
354.03,310,98.704,11.014,122.48
353.9,311,98.858,11.063,122.48
353.75,312,99.043,11.034,122.47
353.67,313,99.169,10.918,122.45
353.92,320,98.837,10.921,122.47
353.77,321,99.019,10.842,122.45
353.88,513,98.006,12.801,122.56
354.16,514,98.063,12.579,122.57
353.85,515,98.184,12.719,122.55
1.1583,523,97.755,12.393,122.58
355.47,524,98.019,12.373,122.57
353.78,525,98.367,12.53,122.54
354.06,526,98.297,12.335,122.55
353.61,527,98.56,12.469,122.53
353.63,528,98.597,12.259,122.53
353.61,529,98.716,12.392,122.51
1.8464,537,97.715,12.189,122.58
357.09,538,97.968,12.17,122.57
354.98,539,98.229,12.141,122.56
353.71,540,98.502,12.09,122.54
353.6,541,98.913,12.18,122.5
353.62,542,98.8,11.993,122.51
353.58,543,99.179,12.089,122.47
353.58,544,99.082,11.882,122.49
350.11,545,99.352,12.024,122.45
350.68,546,99.354,11.799,122.46
349.55,547,99.493,11.96,122.44
2.1754,555,97.681,11.987,122.57
358.25,556,97.926,11.96,122.56
355.9,557,98.165,11.943,122.55
353.65,558,98.42,11.907,122.54
353.61,559,98.673,11.857,122.52
353.59,560,98.964,11.685,122.5
353.34,561,99.291,11.583,122.47
350.53,562,99.574,11.767,122.43
353.11,563,99.598,11.51,122.43
349.5,564,99.745,11.663,122.41
5.4459,573,97.432,11.825,122.55
1.9107,574,97.652,11.788,122.55
358.55,575,97.89,11.749,122.55
356.45,576,98.13,11.72,122.54
353.87,577,98.345,11.729,122.54
353.73,578,98.603,11.664,122.52
353.6,579,99.255,11.35,122.47
353.45,580,99.517,11.278,122.44
348.08,581,99.921,11.433,122.39
351.02,582,99.794,11.215,122.41
344.53,583,100.19,11.337,122.35
347.95,584,100.07,11.135,122.37
344.07,585,100.37,11.264,122.33
346.16,586,100.35,11.049,122.33
345.03,587,100.51,11.184,122.31
5.0733,596,97.371,11.669,122.53
0.82311,597,97.593,11.602,122.53
358.37,598,97.833,11.549,122.53
356.59,599,98.089,11.503,122.53
354.16,600,98.36,11.477,122.52
353.59,601,99.449,11.023,122.43
353.49,602,99.702,10.975,122.41
353.21,603,99.965,10.914,122.38
352.47,604,100.23,10.846,122.35
346.32,605,100.64,10.976,122.29
351.69,606,100.49,10.782,122.31
349.74,607,100.82,10.878,122.26
351.77,608,100.74,10.71,122.28
351.33,609,100.95,10.777,122.24
4.6058,616,97.256,11.56,122.51
358.22,617,97.451,11.473,122.51
356.66,618,97.557,11.332,122.5
355.7,619,97.734,11.368,122.51
355.47,620,97.997,11.308,122.51
354.43,621,98.259,11.246,122.5
354.17,622,98.499,11.133,122.49
353.6,623,99.33,10.76,122.42
353.6,624,99.61,10.729,122.4
353.59,625,99.874,10.677,122.38
353.3,626,100.13,10.62,122.35
352.95,627,100.39,10.564,122.32
352.83,628,100.63,10.508,122.29
351.94,629,100.97,10.602,122.24
352.72,630,100.85,10.479,122.26
352.09,631,101.09,10.397,122.22
355.12,647,97.625,11.182,122.48
354.75,648,97.746,11.009,122.46
354.76,649,97.894,11.124,122.48
354.69,650,98.164,11.061,122.48
354.3,651,98.428,10.946,122.47
353.98,652,98.738,10.801,122.45
353.84,653,99.063,10.636,122.42
353.63,654,99.31,10.511,122.4
353.62,655,99.543,10.484,122.39
353.6,656,99.796,10.432,122.36
353.6,657,100.05,10.378,122.34
353.6,658,100.3,10.331,122.31
353.58,659,100.56,10.288,122.28
353.53,660,100.83,10.246,122.25
352.86,661,101.06,10.226,122.22
354.75,672,97.895,10.886,122.44
