header
349.54,1331,91.923,24.077,128.34
351.43,1333,91.754,23.974,128.34
348.89,1334,92.114,24.129,128.38
2.7528,1343,91.626,23.877,128.34
354.08,1685,91.886,24.276,128.17
353.68,1686,91.899,24.179,128.25
354.77,1687,91.752,24.159,128.2
351.74,1688,92.064,24.313,128.22
351.41,1689,92.039,24.208,128.29
351.37,1690,92.173,24.292,128.28
1.5275,1697,91.628,24.066,128.21
350.02,1698,92.235,24.223,128.36
8.0037,1707,91.372,23.817,128.25
4.8007,1708,91.522,23.931,128.25
351.96,2051,91.8,24.441,128
352.23,2052,91.863,24.368,128.09
352.59,2053,91.692,24.326,128.04
351.97,2054,91.928,24.448,128.05
1.81,2063,91.573,24.213,128.07
351.98,2064,92.035,24.39,128.14
351.02,2066,92.233,24.399,128.21
5.9848,2073,91.417,24.125,128.06
5.668,2074,91.496,24.061,128.15
7.03,2075,91.337,23.984,128.12
11.085,2085,91.199,23.86,128.13
12.078,2094,91.068,23.729,128.14
356.83,2449,91.483,24.39,127.88
352.24,2450,91.673,24.486,127.9
350.94,2451,92.032,24.477,128.07
342.07,2452,91.93,24.551,127.96
351.07,2453,92.083,24.528,128.05
2.1595,2460,91.36,24.28,127.91
3.2622,2461,91.435,24.236,127.98
3.4338,2462,91.28,24.151,127.96
352.88,2463,92.188,24.482,128.13
6.632,2472,91.157,24.022,127.99
8.6269,2482,91.026,23.894,128.01
8.3416,2493,90.909,23.763,128.03
352.12,2857,91.639,24.664,127.73
352.74,2858,91.651,24.582,127.8
354.18,2859,91.479,24.572,127.73
313.64,2860,91.761,24.74,127.72
319.76,2861,91.816,24.621,127.85
312.41,2862,91.902,24.702,127.82
359.39,2868,91.287,24.482,127.7
332.03,2869,92.074,24.676,127.91
349.6,2870,92.181,24.584,128.03
3.8037,2878,91.133,24.19,127.85
1.1094,2879,91.259,24.325,127.81
6.3274,2890,90.977,24.053,127.86
6.3849,2900,90.847,23.915,127.88
5.6145,2912,90.764,23.8,127.91
327.68,2927,90.644,23.758,127.87
354.8,3292,91.304,24.663,127.55
351.64,3293,91.541,24.763,127.59
324.21,3294,91.835,24.855,127.65
318.9,3295,91.95,24.78,127.77
359.12,3303,91.093,24.536,127.54
323.62,3304,92.093,24.782,127.82
349.78,3305,92.258,24.8,127.87
3.1538,3312,91.013,24.219,127.76
1.3254,3313,91.083,24.371,127.67
4.5999,3326,90.903,24.179,127.72
6.1451,3327,90.845,24.111,127.74
6.0572,3328,90.757,24.203,127.61
6.1815,3342,90.761,24.031,127.74
6.0853,3343,90.595,24.065,127.61
5.6657,3356,90.631,23.9,127.76
4.9054,3357,90.436,23.917,127.61
350.29,3835,91.491,24.985,127.37
351.91,3836,91.513,24.879,127.48
353.29,3837,91.307,24.852,127.39
326.91,3838,91.677,25.017,127.43
331.41,3839,91.715,24.922,127.53
349.45,3840,91.835,25.038,127.48
355.3,3841,91.099,24.721,127.39
349.67,3842,92.025,24.995,127.6
323.15,3843,92.072,24.876,127.73
335.14,3844,92.261,24.946,127.73
358.56,3851,90.935,24.589,127.41
2.8459,3866,90.916,24.291,127.64
2.3507,3867,90.843,24.404,127.5
5.9311,3879,90.61,24.248,127.48
6.0563,3895,90.42,24.091,127.47
4.1754,3910,90.233,23.93,127.46
0,3939,88.578,20.271,127.79
0,3940,88.744,20.248,127.89
342.43,4499,91.52,25.184,127.21
345.43,4500,91.493,25.086,127.28
348.19,4501,91.277,25.059,127.2
309.29,4502,91.72,25.262,127.23
318.95,4503,91.701,25.123,127.35
311.47,4504,91.923,25.327,127.25
312.89,4505,91.866,25.215,127.33
311.99,4506,92.048,25.26,127.37
353.97,4507,91.084,24.894,127.24
349.55,4508,91.966,25.128,127.45
323.89,4509,92.128,25.205,127.45
356.71,4514,90.849,24.73,127.24
325.16,4515,92.204,25.139,127.53
329.86,4516,92.298,25.059,127.64
330.09,4517,92.462,25.184,127.58
358.79,4525,90.764,24.545,127.34
1.587,4539,90.609,24.412,127.35
5.4744,4561,90.421,24.269,127.34
5.7353,4574,90.245,24.123,127.33
0,4581,88.238,20.342,127.57
0,4582,88.102,20.276,127.48
5.4491,4585,90.062,24.004,127.29
4.7159,4586,90.061,23.899,127.36
0,4593,88.328,20.287,127.63
0,4594,88.177,20.188,127.53
0,4605,88.429,20.236,127.7
51.478,4606,88.311,20.171,127.62
51.074,4614,88.417,20.105,127.69
0,4615,88.529,20.067,127.75
0,4616,88.594,20.159,127.8
0,4633,88.665,20.053,127.83
0,4634,88.867,20.132,127.95
0,4635,88.776,19.995,127.89
0,4636,88.89,20.018,127.96
0,4653,89.039,20.039,128.04
0,4654,89.246,20.054,128.15
0,4662,89.374,19.964,128.21
0,4664,89.515,19.944,128.27
0,4665,89.637,19.862,128.32
340.42,5195,91.444,25.508,126.88
340.6,5196,91.401,25.372,126.98
341.38,5197,91.258,25.461,126.83
335.19,5198,91.57,25.55,126.89
334.46,5199,91.62,25.454,127.01
335.17,5200,91.684,25.578,126.92
340.95,5201,91.378,25.232,127.1
347.55,5202,91.196,25.264,126.98
310.63,5203,91.572,25.321,127.11
328.2,5204,91.841,25.546,127.01
321.83,5205,91.789,25.4,127.13
319.3,5206,91.935,25.486,127.11
350.73,5207,91.006,25.235,126.9
351.78,5208,91.043,25.08,127.06
352.03,5209,90.877,25.187,126.87
309.21,5210,92.039,25.436,127.19
311.08,5211,92.132,25.363,127.3
311.61,5212,92.282,25.477,127.24
354.68,5217,90.891,24.926,127.1
354.78,5218,90.806,25.06,126.94
325.62,5219,92.283,25.294,127.42
345.48,5220,92.472,25.363,127.41
357.29,5225,90.75,24.826,127.1
357.72,5226,90.681,24.922,126.98
351.68,5227,92.644,25.269,127.55
358.08,5232,90.579,24.743,127.07
358.8,5233,90.603,24.587,127.21
353.48,5234,92.86,25.298,127.59
1.1262,5247,90.413,24.439,127.2
5.05,5271,90.233,24.298,127.19
0,5281,88.072,20.368,127.45
0,5282,87.973,20.293,127.38
5.1992,5287,90.074,24.164,127.17
0,5293,87.899,20.198,127.33
0,5294,88.011,20.189,127.42
73.938,5295,87.874,20.121,127.31
5.2185,5299,89.956,24.035,127.18
4.7174,5300,89.791,23.916,127.14
72.094,5306,88.056,20.123,127.45
74.745,5307,87.947,20.075,127.37
74.217,5320,88.074,20.037,127.46
73.749,5321,88.23,20.062,127.57
75.089,5334,88.286,19.955,127.6
79.225,5335,88.449,19.962,127.7
78.881,5351,88.562,19.899,127.76
69.169,5352,88.676,19.875,127.83
0,5353,88.845,19.895,127.92
0,5372,88.978,19.863,127.99
0,5373,89.262,19.909,128.14
0,5374,89.112,19.877,128.06
0,5375,89.22,19.815,128.11
0,5379,89.358,19.783,128.17
0,5380,89.704,19.768,128.34
0,5381,89.527,19.748,128.25
0,5382,89.663,19.681,128.3
0,5387,89.833,19.66,128.37
0,5388,90.046,19.632,128.46
0,5391,90.229,19.548,128.52
81.967,5468,85.794,15.303,126
81.949,5470,85.683,15.203,125.92
80.944,5488,85.592,15.2,125.85
80.755,5490,85.543,15.122,125.81
338.91,5950,91.378,25.721,126.64
338.98,5951,91.355,25.597,126.75
340.11,5952,91.179,25.634,126.62
334.72,5953,91.545,25.797,126.64
334.87,5954,91.547,25.656,126.78
332.5,5955,91.725,25.864,126.64
332.67,5956,91.683,25.751,126.74
332.44,5957,91.844,25.791,126.77
344.73,5958,91.01,25.582,126.59
345.45,5959,91.077,25.449,126.74
345.53,5960,90.902,25.504,126.6
333.06,5961,91.782,25.667,126.87
323.51,5962,91.922,25.731,126.86
348.4,5969,91.034,25.332,126.83
347.85,5970,90.853,25.355,126.71
304.48,5971,92,25.66,126.96
296.8,5972,92.085,25.558,127.09
