"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
243.1,762,62.129,15.692,119.8
243.09,766,62.216,15.521,119.78
241.71,769,62.457,15.325,119.67
243.12,770,62.318,15.341,119.75
242.41,784,62.568,15.211,119.62
243.12,785,62.451,15.138,119.71
243.17,796,62.635,15.087,119.6
243.13,797,62.709,14.986,119.57
243.32,809,62.781,14.884,119.54
243.26,823,62.882,14.74,119.49
258.8,1113,55.521,20.11,119.85
258.8,1114,55.517,19.907,119.94
258.8,1115,55.4,20.008,119.88
258.8,1123,55.291,20.011,119.86
258.8,1124,55.306,19.826,119.95
258.67,1125,55.162,20.028,119.83
258.8,1126,55.487,19.744,120.01
258.91,1127,55.646,19.761,120.03
262.85,1128,55.801,19.749,120.05
258.69,1133,55.229,19.625,120.03
257.29,1134,55.09,19.8,119.93
258.8,1135,55.411,19.61,120.06
258.8,1136,55.587,19.585,120.09
260.97,1137,55.752,19.568,120.12
262.16,1138,55.9,19.572,120.13
260.02,1139,56.073,19.525,120.16
259.38,1140,56.274,19.463,120.2
256.52,1141,54.932,19.689,119.95
255.66,1142,55.048,19.518,120.04
253.22,1143,54.865,19.551,120
258.66,1144,55.224,19.437,120.11
258.8,1145,55.37,19.44,120.13
258.8,1146,55.537,19.413,120.16
258.9,1147,55.691,19.408,120.18
258.98,1148,55.872,19.356,120.21
258.88,1149,56.081,19.276,120.26
259.33,1150,56.165,19.39,120.22
247.16,1151,54.729,19.523,119.99
246.11,1152,54.852,19.341,120.09
244.93,1153,54.679,19.39,120.03
253.4,1154,55.026,19.297,120.13
258.66,1155,55.168,19.296,120.15
258.8,1156,55.335,19.256,120.19
258.8,1157,55.482,19.254,120.21
258.8,1158,55.663,19.191,120.26
258.84,1159,55.871,19.096,120.31
258.88,1160,55.964,19.207,120.28
248.91,1161,60.858,18.533,119.49
239.91,1165,54.57,19.372,120.02
239.47,1166,54.639,19.188,120.11
238.87,1167,54.44,19.346,120
242.74,1168,54.822,19.132,120.16
251.09,1169,54.969,19.137,120.19
258.74,1170,55.13,19.111,120.22
258.72,1171,55.275,19.11,120.24
258.8,1172,55.455,19.036,120.29
258.84,1173,55.65,18.92,120.35
258.85,1174,55.749,19.031,120.32
236.72,1186,54.601,18.954,120.19
233.6,1187,54.441,19.095,120.11
241.32,1188,54.76,18.978,120.21
248.93,1189,54.932,18.949,120.25
255.85,1190,55.075,18.949,120.27
257.18,1191,55.248,18.905,120.31
257.45,1192,55.425,18.765,120.38
258.66,1193,55.527,18.865,120.36
228.27,1200,54.338,18.923,120.15
226.32,1201,54.467,18.809,120.22
225.85,1202,54.319,18.786,120.2
233.93,1203,54.62,18.744,120.27
239.36,1204,54.747,18.778,120.28
246.49,1205,54.884,18.804,120.3
