"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
6.4037,266,97.055,12.003,118.14
6.4037,267,97.092,11.812,118.13
6.4037,268,96.924,11.888,118.14
6.4037,269,97.314,11.937,118.13
6.3972,270,97.257,11.774,118.12
3.8191,271,97.533,11.858,118.12
5.157,272,97.461,11.692,118.11
2.3786,273,97.674,11.792,118.1
3.5085,274,97.675,11.606,118.09
3.4496,275,97.787,11.717,118.09
6.4037,282,97.006,11.732,118.12
6.4037,283,97.016,11.6,118.1
6.4005,284,97.184,11.623,118.11
6.336,285,97.377,11.535,118.09
6.3344,286,97.584,11.446,118.08
4.6912,287,97.909,11.527,118.07
7.2092,288,97.796,11.372,118.06
6.4352,289,98.111,11.413,118.04
7.8815,290,97.986,11.302,118.04
3.3304,291,98.238,11.285,118.02
4.1695,292,98.146,11.232,118.02
2.3658,293,98.312,11.101,117.99
6.3778,309,97.123,11.504,118.09
6.0314,310,97.26,11.408,118.08
4.5912,311,97.474,11.293,118.06
2.4419,312,97.617,11.092,118.03
2.1825,313,97.718,11.206,118.04
0.874,314,97.932,11.122,118.02
359.01,315,98.112,11.091,118.01
357.88,316,98.243,10.959,117.98
1.0228,327,97.739,11.011,118.02
357.65,328,97.888,10.939,118
356.85,329,98.117,10.866,117.98
6.7811,463,95.143,14.099,118.26
6.9932,464,95.208,13.955,118.26
6.8167,465,95.087,14.024,118.26
6.6983,466,95.328,14.022,118.26
6.8719,472,95.3,13.785,118.26
6.6087,473,95.08,13.914,118.26
6.5873,474,95.418,13.876,118.26
6.404,479,95.314,13.59,118.25
6.4037,480,95.093,13.756,118.25
6.4037,481,95.487,13.762,118.26
6.4037,482,95.52,13.589,118.26
6.4037,483,95.63,13.717,118.26
6.4037,488,95.323,13.409,118.24
6.4037,489,95.108,13.581,118.25
6.4037,490,95.531,13.398,118.25
6.4037,491,95.709,13.584,118.26
6.4037,492,95.741,13.395,118.25
6.4037,493,95.856,13.53,118.25
6.4037,498,95.313,13.247,118.23
6.4037,499,95.131,13.397,118.23
6.4037,500,95.52,13.213,118.24
6.4037,501,95.74,13.198,118.24
6.4037,502,95.931,13.387,118.25
6.4037,503,95.962,13.188,118.24
6.4037,504,96.077,13.325,118.24
6.4037,508,95.135,13.207,118.22
6.4037,509,95.23,13.06,118.21
6.4037,510,95.444,13.048,118.22
6.4037,511,95.709,13.016,118.23
6.4037,512,95.952,12.99,118.23
6.4037,513,96.156,13.173,118.24
6.4037,514,96.196,12.966,118.23
6.4037,515,96.307,13.098,118.23
6.4037,520,95.507,12.863,118.2
6.4037,521,95.282,12.921,118.19
6.4037,522,95.694,12.839,118.21
6.4037,523,95.921,12.804,118.21
6.4037,524,96.156,12.771,118.21
6.3999,525,96.458,12.925,118.22
6.3947,526,96.395,12.737,118.21
5.6669,527,96.625,12.873,118.21
6.3049,528,96.649,12.683,118.2
6.2297,529,96.759,12.809,118.2
6.4037,535,95.436,12.787,118.19
6.4037,536,95.466,12.692,118.18
6.4037,537,95.652,12.663,118.19
6.4037,538,95.88,12.625,118.19
6.4037,539,96.11,12.58,118.2
6.4037,540,96.342,12.54,118.2
6.4037,541,96.569,12.509,118.19
6.1793,542,96.929,12.627,118.19
6.3325,543,96.814,12.46,118.18
359.9,544,97.186,12.544,118.17
3.4879,545,97.059,12.386,118.17
354.93,546,97.423,12.463,118.14
0.39332,547,97.316,12.305,118.15
354.32,548,97.584,12.395,118.13
356.41,549,97.583,12.206,118.13
352.96,550,97.718,12.314,118.11
6.4037,556,95.631,12.499,118.16
6.4037,557,95.466,12.591,118.16
6.4037,558,95.829,12.457,118.17
6.4037,559,96.054,12.399,118.17
6.4037,560,96.288,12.345,118.18
6.4037,561,96.522,12.298,118.17
6.4037,562,96.718,12.299,118.17
6.3446,563,96.931,12.217,118.16
6.2428,564,97.186,12.157,118.15
2.5362,565,97.447,12.075,118.13
352.3,566,97.872,12.109,118.09
357.05,567,97.723,11.96,118.1
352.41,568,98.124,11.976,118.06
354.41,569,97.996,11.858,118.07
351.72,570,98.278,11.869,118.04
352.42,571,98.246,11.684,118.04
351.75,572,98.399,11.761,118.02
6.4037,585,95.475,12.433,118.14
6.4037,586,95.703,12.341,118.15
6.4037,587,95.81,12.215,118.14
6.4037,588,95.968,12.237,118.15
6.4037,589,96.213,12.167,118.15
6.4037,590,96.468,12.101,118.15
6.4037,591,96.745,12.05,118.15
3.1858,592,97.911,11.737,118.08
2.7681,593,98.102,11.598,118.05
352.6,594,98.496,11.537,118
358.06,595,98.344,11.382,118.01
351.13,596,98.651,11.414,117.97
353.08,597,98.573,11.26,117.97
351.12,598,98.766,11.295,117.95
6.4037,612,95.86,12.082,118.12
6.3811,613,95.961,11.958,118.1
6.3758,614,96.111,12.004,118.12
6.3664,615,96.356,11.933,118.12
6.3888,616,96.61,11.849,118.12
6.3997,617,96.833,11.731,118.11
358.2,618,98.487,11.061,117.97
351.37,619,98.784,11.111,117.94
353.81,620,98.678,11.014,117.94
351.49,621,98.894,10.865,117.9
6.1365,629,96.02,11.816,118.08
5.978,630,96.237,11.771,118.09
6.3773,631,96.477,11.695,118.1
6.3854,632,96.607,11.523,118.08
6.3882,633,96.751,11.554,118.09
6.3504,634,97.017,11.407,118.08
3.9821,635,97.287,11.211,118.05
2.6351,636,97.495,11.07,118.03
356.31,637,98.405,10.807,117.95
354.65,638,98.655,10.812,117.92
352.31,639,98.852,10.595,117.88
6.0469,646,96.681,11.346,118.05
5.6621,647,96.892,11.267,118.05
1.1966,648,97.135,11.132,118.04
355.36,649,97.277,10.94,118.01
354.2,650,97.428,10.939,118.01
355.57,651,97.706,10.835,117.99
354.19,652,97.987,10.701,117.96
353.87,653,98.238,10.623,117.94
353.86,654,98.441,10.551,117.91
354.48,655,98.627,10.585,117.9
353.14,656,98.797,10.354,117.85
353.71,663,97.362,10.758,117.98
354.03,664,97.59,10.676,117.96
354.09,665,97.842,10.57,117.94
354.16,666,97.991,10.385,117.91
354.18,667,98.136,10.427,117.91
354.18,668,98.377,10.344,117.88
354.19,669,98.581,10.352,117.87
353.83,670,98.718,10.194,117.84
353.94,677,98.082,10.191,117.87
353.9,678,98.309,10.131,117.85
353.9,679,98.577,10.075,117.82
4.8612,801,94.661,14.666,118.24
6.3888,803,94.854,14.659,118.24
6.4037,805,95.041,14.707,118.23
6.4037,806,95.1,14.881,118.21
6.3835,811,94.62,14.501,118.25
6.4033,812,94.852,14.46,118.25
6.4037,813,95.095,14.484,118.24
6.4037,814,95.228,14.742,118.22
6.4037,815,95.308,14.54,118.23
6.4037,816,95.401,14.702,118.21
6.4037,823,94.851,14.277,118.25
6.4037,824,94.624,14.376,118.25
6.4037,825,95.132,14.26,118.25
6.4037,826,95.364,14.322,118.24
6.4037,827,95.518,14.562,118.22
6.4037,828,95.579,14.373,118.23
6.4037,829,95.702,14.506,118.21
6.4037,834,94.489,14.298,118.24
6.4037,835,94.684,14.145,118.25
6.4037,836,94.437,14.188,118.24
6.4037,837,94.946,14.115,118.25
6.4037,838,95.46,14.111,118.25
6.4037,839,95.656,14.155,118.24
6.4037,840,95.821,14.359,118.22
6.4037,841,95.82,14.207,118.23
6.4037,842,96.035,14.226,118.21
6.4037,846,94.706,13.958,118.24
6.4037,847,94.46,14.018,118.23
6.4037,848,94.89,13.945,118.25
6.4037,849,95.578,13.896,118.26
6.4037,850,95.76,13.939,118.25
6.4037,851,95.97,13.987,118.23
6.4037,852,96.121,14.061,118.22
6.4037,856,94.629,13.868,118.24
6.4037,857,94.677,13.76,118.23
6.4037,858,94.872,13.752,118.24
6.4037,859,95.819,13.721,118.25
6.4037,860,96.026,13.747,118.24
6.4037,861,96.204,13.929,118.22
6.4037,862,96.269,13.732,118.22
6.4037,863,96.375,13.856,118.21
6.4037,867,94.927,13.548,118.23
6.4037,868,94.714,13.642,118.23
6.4037,869,96.048,13.526,118.24
6.4037,870,96.268,13.526,118.23
6.3362,871,96.555,13.683,118.2
6.242,872,96.514,13.495,118.21
1.9823,873,96.733,13.63,118.19
1.7404,874,96.779,13.431,118.19
359.21,875,96.877,13.565,118.18
6.4037,881,94.967,13.372,118.22
6.4037,882,94.774,13.473,118.22
6.4037,883,96.261,13.319,118.23
5.936,884,96.486,13.303,118.22
0.18003,885,96.726,13.248,118.2
355.6,886,97.051,13.376,118.17
353.87,887,96.99,13.19,118.18
353.8,888,97.228,13.307,118.15
353.25,889,97.262,13.104,118.15
352.92,890,97.372,13.229,118.13
6.4037,894,94.865,13.261,118.2
6.4037,895,94.885,13.091,118.18
6.4037,896,95.046,13.05,118.19
6.2735,897,96.447,13.137,118.22
2.4127,898,96.664,13.05,118.21
357.95,899,96.92,13.021,118.19
355.01,900,97.181,12.937,118.17
352.51,901,97.545,13.024,118.12
352.36,902,97.461,12.841,118.14
349.83,903,97.731,12.942,118.1
350.46,904,97.752,12.737,118.1
349.52,905,97.886,12.853,118.08
6.4037,910,95.089,12.868,118.17
6.4037,911,94.862,12.925,118.15
5.7673,912,96.877,12.86,118.19
358.69,913,97.084,12.774,118.18
352.5,914,97.339,12.69,118.15
352.13,915,97.632,12.571,118.12
349.16,916,98.079,12.631,118.06
351.51,917,97.943,12.483,118.08
347.55,918,98.359,12.512,118.01
348.26,919,98.232,12.332,118.04
346.96,920,98.42,12.33,118.01
6.4037,925,95.148,12.72,118.15
6.4037,926,94.95,12.749,118.13
6.4037,927,95.293,12.743,118.17
351.78,928,97.858,12.342,118.1
351.09,929,98.083,12.205,118.07
345.91,930,98.529,12.142,118
348.82,931,98.365,12.022,118.02
341.63,932,98.708,12.037,117.97
342.73,933,98.671,11.852,117.97
340.19,934,98.842,11.931,117.94
6.4037,947,95.111,12.631,118.13
6.4037,948,95.148,12.511,118.12
6.4037,949,95.294,12.564,118.14
350.95,950,98.559,11.737,117.99
338.16,951,98.945,11.703,117.93
346.3,952,98.786,11.53,117.95
338.86,953,99.112,11.594,117.9
341.7,954,99.038,11.405,117.91
338.91,955,99.238,11.499,117.87
6.4037,969,95.275,12.385,118.11
6.4037,970,95.373,12.257,118.1
6.4037,971,95.519,12.267,118.12
6.4037,972,95.686,12.187,118.12
350.19,973,98.959,11.168,117.91
338.92,974,99.254,11.324,117.87
343.05,975,99.19,11.122,117.87
339.14,976,99.397,11.199,117.84
6.4037,982,95.435,12.144,118.08
6.4037,983,95.612,12.056,118.09
6.2949,984,95.708,11.905,118.07
6.1587,985,95.828,11.928,118.09
347.97,986,99.117,10.873,117.87
339.31,987,99.42,11.017,117.83
340.77,988,99.318,10.875,117.84
339.41,989,99.549,10.815,117.8
4.0106,995,95.816,11.748,118.05
3.2706,996,95.907,11.572,118.02
3.9626,997,96.091,11.62,118.05
5.1794,998,96.324,11.546,118.06
6.0762,999,96.5,11.476,118.06
350.22,1000,99.078,10.602,117.85
344.12,1001,99.327,10.616,117.82
341.7,1002,99.541,10.634,117.79
2.2961,1008,96.029,11.449,118.01
1.3862,1009,96.231,11.387,118.02
0.99705,1010,96.479,11.292,118.03
0.54614,1011,96.586,11.077,117.99
