"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
0,1520,58.337,9.2613,134.79
0,1932,59.282,9.4187,134.54
0,1933,59.045,9.4121,134.63
0,1951,58.282,9.1328,134.75
0,1952,58.558,9.2036,134.7
0,1953,58.788,9.3135,134.67
0,2344,59.03,9.2853,134.58
0,2345,59.18,9.3261,134.54
0,2346,59.378,9.3064,134.45
0,2347,59.619,9.3697,134.38
0,2362,58.122,8.997,134.73
0,2363,58.342,9.06,134.7
0,2364,58.498,9.0917,134.67
0,2365,58.632,9.0818,134.62
0,2366,58.842,9.2022,134.61
0,2380,58.05,8.8541,134.68
0,2381,58.256,8.9317,134.66
0,2382,58.433,9.0037,134.65
0,2383,47.157,5.8183,131.91
0,2768,59.094,9.2081,134.52
0,2769,59.227,9.1934,134.46
0,2770,59.326,9.1734,134.41
0,2771,59.51,9.1898,134.34
0,2772,59.771,9.2781,134.27
215.86,2784,58.623,8.9914,134.58
216.37,2785,58.792,9.0368,134.54
224.85,2786,58.955,9.0936,134.51
0,2787,59.12,9.0829,134.44
214.26,2798,58.022,8.7093,134.61
215.75,2799,58.217,8.8104,134.61
215.9,2800,58.444,8.9092,134.6
0,3174,60.976,9.5806,133.8
238.17,3192,59.994,9.1508,134.09
238.28,3193,59.911,9.224,134.17
237.54,3194,59.797,9.1554,134.19
0,3195,60.249,9.2684,134.03
0,3196,60.059,9.3002,134.14
0,3197,60.478,9.4269,133.99
0,3198,60.278,9.4274,134.1
0,3199,60.655,9.5567,133.96
234.29,3208,59.348,8.9844,134.29
234.38,3209,59.303,9.0807,134.37
231.44,3210,59.153,8.9885,134.38
235.84,3211,59.596,9.0803,134.23
215.91,3222,58.627,8.9276,134.55
216.84,3223,58.745,8.9164,134.5
224.42,3224,58.934,8.9419,134.44
215.16,3236,58.001,8.5573,134.52
215.79,3237,58.199,8.6827,134.54
215.81,3238,58.366,8.7853,134.55
215.94,3239,58.554,8.8242,134.51
0,3558,62.835,10.323,132.87
0,3563,62.591,10.264,133.04
0,3564,62.719,10.311,132.96
0,3598,61.522,9.6432,133.51
0,3600,61.352,9.6377,133.61
0,3601,61.709,9.7682,133.45
243.05,3615,60.421,9.1191,133.84
243.31,3616,60.359,9.2057,133.93
239.08,3617,60.245,9.1244,133.94
251.16,3618,60.66,9.2663,133.8
0,3619,60.498,9.2987,133.91
0,3620,60.874,9.3935,133.76
0,3621,60.712,9.4386,133.87
0,3622,61.067,9.4803,133.69
0,3623,61.185,9.5955,133.69
234.82,3635,59.884,8.9725,134.03
235.43,3636,59.798,9.0642,134.13
234.68,3637,59.668,8.979,134.14
235.03,3638,60.092,9.0955,134
225.29,3649,59.205,8.8089,134.24
225.2,3650,59.081,8.8808,134.34
223.58,3651,59.015,8.7869,134.3
