"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
311.65,28,84.49,12.065,122.18
309.04,35,84.365,11.977,122.15
314.71,68,85.717,14.021,122.5
314.71,70,85.609,13.774,122.48
314.71,82,85.426,13.446,122.44
314.71,88,85.379,13.323,122.43
314.71,90,85.41,13.118,122.41
314.71,97,85.157,13.055,122.38
314.71,98,85.295,12.829,122.36
314.58,105,85.048,12.83,122.34
314.71,106,85.129,12.597,122.32
314.46,114,84.917,12.589,122.3
314.71,115,84.994,12.399,122.28
314.45,122,84.779,12.324,122.26
314.71,123,84.914,12.222,122.25
314.7,128,84.806,12.113,122.22
314.5,129,84.648,12.03,122.19
306.82,134,84.325,11.839,122.12
309.56,135,84.493,11.818,122.13
303.52,140,84.252,11.681,122.08
305.36,141,84.402,11.614,122.07
302.52,146,84.289,11.496,122.03
301.67,147,84.127,11.434,121.99
299.02,153,83.973,11.267,121.93
316.17,186,86.792,15.905,122.58
315.22,187,86.692,15.675,122.59
316.31,189,86.952,15.835,122.61
315.78,193,86.486,15.495,122.58
318.32,194,86.981,15.649,122.63
317.68,195,86.693,15.456,122.61
318.22,196,86.884,15.478,122.64
316.41,200,86.441,15.289,122.59
317.41,201,86.846,15.322,122.64
316.33,202,86.615,15.222,122.62
317.12,203,86.767,15.192,122.64
316.45,208,86.412,15.058,122.6
319.29,209,86.721,15.075,122.64
319.41,210,86.585,15.011,122.62
319.77,211,86.764,14.902,122.64
314.94,216,86.227,14.879,122.57
319.44,217,86.474,14.84,122.61
321.21,218,86.594,14.653,122.62
314.79,223,86.012,14.693,122.54
317.14,224,86.286,14.653,122.58
318.49,225,86.349,14.433,122.58
314.77,231,86.069,14.46,122.55
314.74,232,86.181,14.236,122.56
314.71,236,85.913,14.238,122.53
314.71,237,86.068,14.092,122.54
314.9,240,85.954,13.956,122.52
315.1,241,85.809,13.804,122.5
315.6,242,86.01,13.694,122.51
314.99,245,85.746,13.582,122.48
316.17,246,85.875,13.381,122.46
314.73,261,85.605,13.355,122.45
314.98,262,85.683,13.145,122.42
314.82,279,85.528,12.966,122.39
314.77,295,85.53,12.799,122.37
314.71,296,85.436,12.662,122.34
314.79,297,85.636,12.634,122.34
314.73,317,85.49,12.507,122.31
314.74,318,85.304,12.507,122.31
314.71,334,85.174,12.327,122.27
314.71,351,85.05,12.2,122.25
314.61,360,84.783,11.94,122.18
314.49,361,84.952,12.034,122.21
312.26,367,84.863,11.834,122.16
310.92,368,84.696,11.722,122.12
307.44,373,84.542,11.599,122.08
302.27,377,84.258,11.328,121.98
303.19,378,84.431,11.416,122.02
301,382,84.337,11.209,121.95
298.95,383,84.151,11.132,121.9
297.42,390,83.927,11.015,121.84
298.24,396,83.816,10.829,121.76
297.46,403,83.701,10.725,121.7
292.21,404,83.54,10.674,121.64
316.91,428,87.17,16.604,122.52
315.41,429,86.92,16.423,122.51
316.94,430,86.918,16.589,122.48
320.92,431,87.397,16.516,122.57
319.76,432,87.127,16.359,122.56
323.65,433,87.608,16.44,122.6
323.75,434,87.305,16.284,122.59
323.94,435,87.508,16.301,122.62
317.08,440,86.9,16.224,122.55
319.38,441,87.029,16.076,122.59
322.26,442,87.449,16.181,122.63
321.77,443,87.275,16.074,122.62
322.06,444,87.509,16.039,122.65
319.4,449,87.213,15.858,122.64
323.1,450,87.473,15.823,122.66
323.06,454,87.279,15.598,122.66
319.76,455,87.039,15.469,122.65
321.84,456,87.161,15.416,122.67
321.25,460,87.04,15.268,122.66
319.7,461,86.89,15.122,122.65
320.97,462,87.071,15.057,122.66
323.45,469,86.952,14.791,122.65
324.09,479,86.819,14.591,122.63
323.85,480,86.696,14.491,122.62
324.77,481,86.83,14.357,122.62
319.77,492,86.562,14.372,122.6
321.64,493,86.626,14.171,122.59
315.55,506,86.4,14.161,122.57
318.61,507,86.522,13.914,122.56
315.18,520,86.223,13.939,122.54
318.96,521,86.288,13.689,122.52
320.5,536,86.118,13.506,122.49
320.67,555,86.111,13.316,122.46
319.08,556,86.008,13.21,122.44
320.9,557,86.169,13.076,122.42
316.18,572,85.897,13.082,122.42
320.19,573,85.978,12.858,122.38
315.51,588,85.739,12.886,122.39
318.73,589,85.835,12.671,122.34
317.18,607,85.738,12.476,122.3
315.12,629,85.431,12.362,122.28
315.74,630,85.602,12.352,122.28
315.31,651,85.488,12.228,122.25
314.76,652,85.337,12.189,122.24
314.71,670,85.164,12.041,122.21
314.44,685,85.081,11.798,122.15
314.29,686,85.001,11.882,122.17
313.71,687,84.922,11.664,122.11
309.96,699,84.798,11.505,122.06
307.6,708,84.63,11.418,122.03
305.86,713,84.566,11.158,121.94
303.75,714,84.477,11.248,121.97
304.24,715,84.412,11.016,121.88
300.66,720,84.231,10.93,121.84
296.5,724,84.072,10.887,121.81
294.14,728,83.941,10.795,121.76
291.23,732,83.673,10.569,121.63
290.91,733,83.836,10.639,121.68
285.29,746,83.435,10.458,121.53
290.23,747,83.749,10.456,121.59
285.18,748,83.593,10.379,121.53
283.8,762,83.448,10.306,121.47
280.02,763,83.3,10.284,121.42
311.93,782,87.749,17.148,122.48
319.33,783,87.515,16.944,122.49
311.62,784,87.516,17.111,122.45
314.36,785,87.895,17.088,122.51
315.43,786,87.745,16.895,122.53
315.12,787,88.029,17.037,122.53
310.09,788,87.407,17.183,122.42
315.16,789,87.259,16.984,122.45
321.84,791,87.281,16.808,122.49
321.36,792,87.479,16.73,122.54
318.82,793,87.97,16.822,122.57
319.84,794,87.713,16.645,122.58
319.79,795,87.954,16.65,122.6
323.71,800,87.924,16.45,122.63
323.97,801,87.672,16.271,122.63
324,802,87.821,16.183,122.66
353.78,803,93.667,16.025,122.74
354.09,804,93.91,15.812,122.77
353.72,805,93.625,15.87,122.77
353.92,806,93.884,16.042,122.73
323.75,809,87.7,15.978,122.67
355.51,810,93.428,15.831,122.78
0.58814,811,93.737,15.647,122.8
358.57,812,93.43,15.707,122.79
1.2929,813,94.05,15.599,122.79
357.98,814,94.097,15.903,122.74
0.51961,815,94.266,15.673,122.77
1.8008,816,94.309,15.889,122.73
323.99,819,87.751,15.809,122.69
323.73,820,87.515,15.652,122.68
323.9,821,87.655,15.62,122.69
5.9392,822,93.745,15.433,122.82
4.5677,823,93.463,15.568,122.81
6.3939,824,94.016,15.419,122.81
3.5983,826,94.486,15.729,122.75
322.24,831,87.522,15.419,122.69
322.03,832,87.265,15.313,122.67
322.04,833,87.365,15.149,122.68
5.9028,834,93.533,15.349,122.83
5.9707,835,93.679,15.185,122.84
323.06,844,87.211,14.928,122.67
324.41,856,87.239,14.718,122.66
324.32,857,86.998,14.589,122.64
325.52,858,87.107,14.468,122.64
326.18,868,87.001,14.252,122.61
323.97,881,86.815,14.084,122.59
323.13,891,86.831,13.856,122.56
322.13,892,86.645,13.747,122.54
322.82,893,86.737,13.585,122.51
322.5,906,86.494,13.604,122.51
324.02,907,86.57,13.366,122.47
321.68,919,86.321,13.381,122.47
325.48,920,86.425,13.14,122.43
326.7,932,86.329,12.918,122.39
327.67,943,86.171,12.77,122.36
323.89,956,86.02,12.587,122.32
320.02,980,85.88,12.448,122.29
316.68,991,85.76,12.258,122.25
315.11,1003,85.359,11.936,122.17
316.33,1004,85.565,12.054,122.2
314.8,1017,85.301,11.664,122.09
314.58,1018,85.212,11.817,122.15
314.28,1019,85.112,11.612,122.09
311.33,1032,84.975,11.443,122.03
310.59,1044,84.962,11.232,121.96
309.33,1045,84.801,11.272,121.98
309.07,1046,84.883,11.084,121.9
307.57,1060,84.673,11.212,121.96
307.62,1061,84.677,10.99,121.87
304.36,1074,84.51,10.808,121.8
301.11,1085,84.326,10.784,121.78
296.72,1096,84.17,10.741,121.76
293.3,1109,84.025,10.619,121.69
290.79,1136,83.955,10.384,121.58
290.3,1137,83.877,10.479,121.62
289.66,1138,83.799,10.278,121.51
285.06,1162,83.634,10.174,121.43
280.19,1183,83.309,10.131,121.35
283.19,1184,83.463,10.133,121.38
292.71,1223,88.227,17.616,122.4
300.52,1229,88.068,17.46,122.43
303.21,1230,88.394,17.557,122.43
307.74,1231,88.238,17.442,122.45
309.23,1232,88.431,17.382,122.48
307.75,1235,87.872,17.368,122.43
311.43,1236,88.082,17.261,122.48
312.37,1237,88.299,17.167,122.52
307.65,1241,87.62,17.315,122.41
314.7,1242,88.185,16.987,122.55
348.93,1243,92.93,16.699,122.64
351.1,1244,93.003,16.426,122.69
348.4,1245,92.735,16.514,122.68
351.28,1246,93.279,16.745,122.62
353.41,1247,93.294,16.502,122.67
353.18,1248,93.501,16.753,122.6
353.54,1249,93.605,16.528,122.65
