"PolarAngle","vtkOriginalPointIds","Points:0","Points:1","Points:2"
209.78,75,59.21,20.432,130.4
209.93,77,59.047,20.372,130.43
209.94,78,59.454,20.384,130.41
209.8,95,58.766,20.413,130.41
209.82,98,58.916,20.386,130.42
207.26,199,59.977,20.762,130.21
207.26,200,59.957,20.595,130.28
207.26,201,59.79,20.729,130.24
207.41,202,60.182,20.701,130.21
207.83,215,59.43,20.797,130.24
207.88,216,59.426,20.628,130.31
208.3,217,59.264,20.737,130.28
207.26,218,59.624,20.767,130.24
207.64,219,59.667,20.631,130.29
209.76,220,59.86,20.494,130.33
209.13,242,58.942,20.792,130.26
209.16,243,58.874,20.659,130.32
209.26,244,58.689,20.795,130.26
208.76,245,59.114,20.76,130.27
208.98,246,59.137,20.615,130.33
208.73,247,59.368,20.512,130.36
208.81,248,59.631,20.479,130.36
209.72,258,58.549,20.676,130.31
209.91,259,58.678,20.572,130.35
209.89,261,58.95,20.513,130.37
212.86,404,59.806,21.257,130.03
209.84,414,59.713,21.127,130.09
208.17,415,59.522,21.305,130.03
210.9,416,60.014,21.046,130.09
207.24,429,59.338,21.267,130.05
207.27,430,59.413,21.114,130.11
207.3,431,59.137,21.277,130.06
207.61,432,59.662,21.019,130.14
207.4,433,59.901,20.934,130.15
209,434,60.229,20.834,130.15
208.35,453,58.976,21.215,130.09
208.56,454,59.097,21.077,130.14
208.65,455,58.791,21.17,130.11
207.73,456,59.348,20.961,130.18
207.26,457,59.639,20.897,130.19
209.76,474,58.663,21.059,130.15
209.86,475,58.841,20.962,130.19
210.75,476,58.489,20.965,130.19
208.9,477,59.137,20.894,130.22
210.58,482,58.323,20.856,130.23
209.71,483,58.436,20.769,130.26
113.49,647,60.283,21.98,129.66
99.758,648,60.18,21.863,129.73
76.94,649,60.082,22.059,129.64
169.5,650,60.424,21.918,129.67
156.29,651,60.405,21.805,129.72
165.8,652,60.548,21.869,129.67
32.666,653,59.91,22.031,129.68
30.206,654,59.929,21.886,129.74
133.42,658,60.628,21.758,129.71
100.57,659,60.569,21.662,129.76
106.81,660,60.813,21.626,129.73
209.32,677,59.342,21.519,129.94
207.18,692,59.262,21.394,130
207.22,693,59.032,21.52,129.96
207.47,704,58.764,21.474,129.98
207.85,705,58.879,21.346,130.03
208.09,706,58.591,21.35,130.03
208.67,718,58.406,21.245,130.07
208.89,719,58.521,21.153,130.11
208.98,720,58.22,21.135,130.11
209.82,724,57.985,21.028,130.14
210.24,725,58.198,20.946,130.19
167.83,904,60.492,22.282,129.48
168.58,905,60.484,22.156,129.54
167.53,906,60.355,22.317,129.48
169.38,907,60.609,22.244,129.48
156.65,908,60.207,22.289,129.52
135.22,909,60.269,22.148,129.58
112.7,910,60.039,22.289,129.53
169.21,911,60.481,22.011,129.61
169.46,912,60.688,22.132,129.52
166.71,913,60.654,22.025,129.58
165.74,914,60.86,22.012,129.54
88.722,915,59.859,22.276,129.56
44.041,916,59.886,22.157,129.62
163.18,918,60.73,21.863,129.64
159.76,919,60.934,21.798,129.63
128.1,923,61.021,21.624,129.69
210.63,948,58.861,21.774,129.85
207.9,956,58.676,21.691,129.89
207.41,957,58.798,21.605,129.92
209.61,958,58.548,21.578,129.93
209.92,970,58.381,21.49,129.97
209.84,987,58.295,21.339,130.03
162.2,1175,60.483,22.6,129.31
162.9,1176,60.54,22.397,129.41
162.59,1177,60.344,22.493,129.39
161.98,1178,60.706,22.599,129.27
163.41,1179,60.699,22.44,129.36
164.34,1180,60.863,22.584,129.25
165.21,1181,60.847,22.481,129.3
165.42,1182,61.027,22.5,129.25
163.33,1183,60.179,22.539,129.39
165.98,1184,60.174,22.415,129.45
167.39,1185,59.996,22.55,129.4
170.05,1186,60.781,22.243,129.44
171.09,1187,60.921,22.339,129.36
170.73,1188,61.122,22.301,129.34
161.02,1189,59.812,22.528,129.43
110.68,1190,59.839,22.4,129.5
125.82,1191,59.636,22.496,129.47
164.99,1192,61.002,22.141,129.45
164.95,1193,61.209,22.149,129.39
161.52,1197,61.179,22.033,129.46
159.79,1198,61.078,21.911,129.54
146.16,1200,61.153,21.707,129.62
167.52,1510,60.633,23.087,129.01
166.27,1511,60.645,22.869,129.13
168.08,1512,60.51,22.966,129.1
167.69,1513,60.813,23.112,128.96
166.69,1514,60.807,22.927,129.07
169.89,1515,60.96,23.09,128.94
169.67,1516,60.943,22.984,129
170.48,1517,61.113,23.01,128.95
168.49,1518,60.227,23.004,129.12
168.09,1519,60.172,22.841,129.22
168.61,1520,60.045,22.967,129.17
168.04,1521,60.382,22.971,129.12
162.94,1522,60.399,22.807,129.21
161.52,1523,60.615,22.726,129.22
162.6,1524,60.863,22.724,129.17
168.61,1525,61.017,22.838,129.07
170.7,1526,61.221,22.823,129.03
163.21,1527,60.215,22.674,129.31
168.34,1528,59.955,22.786,129.28
166.89,1529,61.118,22.652,129.15
166.91,1530,61.342,22.659,129.09
168.7,1531,59.703,22.801,129.29
167.72,1532,59.771,22.657,129.37
166.65,1533,59.524,22.725,129.35
165.29,1534,61.274,22.553,129.16
164.89,1535,61.253,22.411,129.24
141.4,1536,59.376,22.642,129.41
132.17,1537,59.463,22.571,129.44
163.56,1539,61.352,22.212,129.32
160.01,1541,61.264,21.921,129.49
160.61,1542,61.393,22.025,129.41
155.73,1562,61.407,21.881,129.48
154.09,1563,61.301,21.768,129.56
168.65,1956,60.354,23.421,128.85
168.66,1957,60.367,23.256,128.95
168.53,1958,60.251,23.303,128.94
168.69,1959,60.557,23.485,128.78
168.7,1960,60.523,23.279,128.91
168.7,1961,60.806,23.42,128.77
168.72,1962,60.714,23.278,128.88
170.01,1963,61.008,23.393,128.75
